example_rank,sample_index,clean_prediction,adv_prediction,feature,clean_value,adv_value,delta,violates_rule,violated_rules,violation_description
1,5,1,0,UDP,1.0,0.85,-0.15,True,R_binary_UDP; R_proto_udp,UDP must be binary (0/1); got 0.8500 | UDP indicator implies Protocol Type should be 17
1,5,1,0,Variance,0.0,7616.4121,7616.4121,True,R_var_eq_std_sq,"Variance should match Std^2 (within tolerance); Std=-63.1536, Variance=7616.4121"
1,5,1,0,ack_count,1.0,-1.1,-2.1,True,R_nonneg_ack_count,ack_count must be non-negative; got -1.1000
1,5,1,0,ece_flag_number,0.0,-0.3,-0.3,True,R_nonneg_ece_flag_number,ece_flag_number must be non-negative; got -0.3000
1,5,1,0,fin_count,0.0,-0.3,-0.3,True,R_nonneg_fin_count,fin_count must be non-negative; got -0.3000
1,5,1,0,fin_flag_number,0.0,-0.3,-0.3,True,R_nonneg_fin_flag_number,fin_flag_number must be non-negative; got -0.3000
1,5,1,0,psh_flag_number,0.0,-0.3,-0.3,True,R_nonneg_psh_flag_number,psh_flag_number must be non-negative; got -0.3000
1,5,1,0,rst_count,0.0,-0.3,-0.3,True,R_nonneg_rst_count,rst_count must be non-negative; got -0.3000
1,5,1,0,rst_flag_number,0.0,-0.3,-0.3,True,R_nonneg_rst_flag_number,rst_flag_number must be non-negative; got -0.3000
1,5,1,0,syn_flag_number,0.0,-0.3,-0.3,True,R_nonneg_syn_flag_number,syn_flag_number must be non-negative; got -0.3000
1,5,1,0,Header_Length,8.16,11.784,3.624,False,,
1,5,1,0,Number,100.0,73.0,-27.0,False,,
1,5,1,0,Rate,8974.0771,1548.5103,-7425.5669,False,,
1,5,1,0,Time_To_Live,65.68,65.107,-0.573,False,,
1,5,1,0,ack_flag_number,0.0,0.225,0.225,False,,
1,5,1,0,cwr_flag_number,0.0,0.225,0.225,False,,
1,5,1,0,syn_count,1.0,0.7,-0.3,False,,
2,6,0,1,ARP,0.0,0.3,0.3,True,R_binary_ARP,ARP must be binary (0/1); got 0.3000
2,6,0,1,AVG,66.0,221.4,155.4,True,R_avg_in_range,"AVG must lie in [Min, Max]; got Min=67.8000, AVG=221.4000, Max=-238.2000"
2,6,0,1,DHCP,0.0,-0.3,-0.3,True,R_binary_DHCP,DHCP must be binary (0/1); got -0.3000
2,6,0,1,DNS,0.0,-0.3,-0.3,True,R_binary_DNS,DNS must be binary (0/1); got -0.3000
2,6,0,1,HTTP,0.0,0.3,0.3,True,R_binary_HTTP,HTTP must be binary (0/1); got 0.3000
2,6,0,1,HTTPS,1.0,0.7,-0.3,True,R_binary_HTTPS,HTTPS must be binary (0/1); got 0.7000
2,6,0,1,ICMP,0.0,0.3,0.3,True,R_binary_ICMP,ICMP must be binary (0/1); got 0.3000
2,6,0,1,IGMP,0.0,-0.3,-0.3,True,R_binary_IGMP,IGMP must be binary (0/1); got -0.3000
2,6,0,1,IPv,1.0,1.3,0.3,True,R_binary_IPv,IPv must be binary (0/1); got 1.3000
2,6,0,1,IRC,0.0,-0.3,-0.3,True,R_binary_IRC,IRC must be binary (0/1); got -0.3000
2,6,0,1,LLC,1.0,1.3,0.3,True,R_binary_LLC,LLC must be binary (0/1); got 1.3000
2,6,0,1,Max,66.0,-238.2,-304.2,True,R_nonneg_Max; R_min_leq_max; R_avg_in_range,"Max must be non-negative; got -238.2000 | Min must be <= Max; got Min=67.8000, Max=-238.2000 | AVG must lie in [Min, Max]; got Min=67.8000, AVG=221.4000, Max=-238.2000"
2,6,0,1,Min,66.0,67.8,1.8,True,R_min_leq_max; R_avg_in_range,"Min must be <= Max; got Min=67.8000, Max=-238.2000 | AVG must lie in [Min, Max]; got Min=67.8000, AVG=221.4000, Max=-238.2000"
2,6,0,1,Protocol Type,6.0,9.3,3.3,True,R_protocol_valid; R_proto_tcp,"Protocol Type must map to allowed values {0,1,2,6,17,47}; got 9.3000 | TCP indicator implies Protocol Type should be 6"
2,6,0,1,SMTP,0.0,0.3,0.3,True,R_binary_SMTP,SMTP must be binary (0/1); got 0.3000
2,6,0,1,SSH,0.0,0.3,0.3,True,R_binary_SSH,SSH must be binary (0/1); got 0.3000
2,6,0,1,Std,0.0,63.1536,63.1536,True,R_var_eq_std_sq,"Variance should match Std^2 (within tolerance); Std=63.1536, Variance=-13294.6006"
2,6,0,1,TCP,1.0,0.7,-0.3,True,R_binary_TCP; R_proto_tcp,TCP must be binary (0/1); got 0.7000 | TCP indicator implies Protocol Type should be 6
2,6,0,1,Telnet,0.0,0.3,0.3,True,R_binary_Telnet,Telnet must be binary (0/1); got 0.3000
2,6,0,1,UDP,0.0,0.3,0.3,True,R_binary_UDP,UDP must be binary (0/1); got 0.3000
2,6,0,1,Variance,0.0,-13294.6006,-13294.6006,True,R_nonneg_Variance; R_var_eq_std_sq,"Variance must be non-negative; got -13294.6006 | Variance should match Std^2 (within tolerance); Std=63.1536, Variance=-13294.6006"
2,6,0,1,cwr_flag_number,0.0,-0.3,-0.3,True,R_nonneg_cwr_flag_number,cwr_flag_number must be non-negative; got -0.3000
2,6,0,1,Header_Length,32.0,28.376,-3.624,False,,
2,6,0,1,Number,10.0,37.0,27.0,False,,
2,6,0,1,Rate,8985.2275,16410.7949,7425.5674,False,,
2,6,0,1,Time_To_Live,232.0,231.427,-0.573,False,,
2,6,0,1,Tot size,66.0,221.4,155.4,False,,
2,6,0,1,Tot sum,660.0,15341.7012,14681.7012,False,,
2,6,0,1,ack_count,10.0,12.1,2.1,False,,
2,6,0,1,ack_flag_number,1.0,0.7,-0.3,False,,
2,6,0,1,ece_flag_number,0.0,0.3,0.3,False,,
2,6,0,1,fin_count,0.0,0.3,0.3,False,,
2,6,0,1,fin_flag_number,0.0,0.3,0.3,False,,
2,6,0,1,psh_flag_number,0.0,0.3,0.3,False,,
2,6,0,1,rst_count,0.0,0.3,0.3,False,,
2,6,0,1,rst_flag_number,0.0,0.3,0.3,False,,
2,6,0,1,syn_count,0.0,0.3,0.3,False,,
2,6,0,1,syn_flag_number,0.0,0.3,0.3,False,,
3,8,1,0,ARP,0.0,-0.075,-0.075,True,R_binary_ARP,ARP must be binary (0/1); got -0.0750
3,8,1,0,AVG,60.0,-38.4127,-98.4127,True,R_nonneg_AVG; R_avg_in_range,"AVG must be non-negative; got -38.4127 | AVG must lie in [Min, Max]; got Min=58.8241, AVG=-38.4127, Max=364.2000"
3,8,1,0,DNS,0.0,-0.3,-0.3,True,R_binary_DNS,DNS must be binary (0/1); got -0.3000
3,8,1,0,HTTP,0.0,-0.3,-0.3,True,R_binary_HTTP,HTTP must be binary (0/1); got -0.3000
3,8,1,0,HTTPS,0.0,0.3,0.3,True,R_binary_HTTPS,HTTPS must be binary (0/1); got 0.3000
3,8,1,0,ICMP,0.0,-0.3,-0.3,True,R_binary_ICMP,ICMP must be binary (0/1); got -0.3000
3,8,1,0,IGMP,0.0,-0.225,-0.225,True,R_binary_IGMP,IGMP must be binary (0/1); got -0.2250
3,8,1,0,IPv,1.0,0.8577,-0.1423,True,R_binary_IPv,IPv must be binary (0/1); got 0.8577
3,8,1,0,IRC,0.0,0.225,0.225,True,R_binary_IRC,IRC must be binary (0/1); got 0.2250
3,8,1,0,LLC,1.0,1.0736,0.0736,True,R_binary_LLC,LLC must be binary (0/1); got 1.0736
3,8,1,0,Max,60.0,364.2,304.2,True,R_avg_in_range,"AVG must lie in [Min, Max]; got Min=58.8241, AVG=-38.4127, Max=364.2000"
3,8,1,0,Min,60.0,58.8241,-1.1759,True,R_avg_in_range,"AVG must lie in [Min, Max]; got Min=58.8241, AVG=-38.4127, Max=364.2000"
3,8,1,0,Number,100.0,84.5725,-15.4275,True,R_pkts_integer,Number (packet count) must be integer-like; got 84.5725
3,8,1,0,Protocol Type,6.0,9.3,3.3,True,R_protocol_valid; R_proto_tcp,"Protocol Type must map to allowed values {0,1,2,6,17,47}; got 9.3000 | TCP indicator implies Protocol Type should be 6"
3,8,1,0,SMTP,0.0,-0.225,-0.225,True,R_binary_SMTP,SMTP must be binary (0/1); got -0.2250
3,8,1,0,SSH,0.0,-0.3,-0.3,True,R_binary_SSH,SSH must be binary (0/1); got -0.3000
3,8,1,0,Std,0.0,-63.1536,-63.1536,True,R_nonneg_Std; R_var_eq_std_sq,"Std must be non-negative; got -63.1536 | Variance should match Std^2 (within tolerance); Std=-63.1536, Variance=6647.2998"
3,8,1,0,TCP,1.0,0.85,-0.15,True,R_binary_TCP; R_proto_tcp,TCP must be binary (0/1); got 0.8500 | TCP indicator implies Protocol Type should be 6
3,8,1,0,Telnet,0.0,-0.3,-0.3,True,R_binary_Telnet,Telnet must be binary (0/1); got -0.3000
3,8,1,0,Tot size,60.0,-56.55,-116.55,True,R_nonneg_Tot size,Tot size must be non-negative; got -56.5500
3,8,1,0,Tot sum,6000.0,-8681.7002,-14681.7002,True,R_nonneg_Tot sum,Tot sum must be non-negative; got -8681.7002
3,8,1,0,UDP,0.0,0.3,0.3,True,R_binary_UDP,UDP must be binary (0/1); got 0.3000
3,8,1,0,Variance,0.0,6647.2998,6647.2998,True,R_var_eq_std_sq,"Variance should match Std^2 (within tolerance); Std=-63.1536, Variance=6647.2998"
3,8,1,0,ack_count,0.0,-2.1,-2.1,True,R_nonneg_ack_count,ack_count must be non-negative; got -2.1000
3,8,1,0,ack_flag_number,0.0,-0.225,-0.225,True,R_nonneg_ack_flag_number,ack_flag_number must be non-negative; got -0.2250
3,8,1,0,ece_flag_number,0.0,-0.3,-0.3,True,R_nonneg_ece_flag_number,ece_flag_number must be non-negative; got -0.3000
3,8,1,0,fin_count,0.0,-0.3,-0.3,True,R_nonneg_fin_count,fin_count must be non-negative; got -0.3000
3,8,1,0,fin_flag_number,0.0,-0.3,-0.3,True,R_nonneg_fin_flag_number,fin_flag_number must be non-negative; got -0.3000
3,8,1,0,psh_flag_number,0.0,-0.3,-0.3,True,R_nonneg_psh_flag_number,psh_flag_number must be non-negative; got -0.3000
3,8,1,0,rst_count,0.0,-0.3,-0.3,True,R_nonneg_rst_count,rst_count must be non-negative; got -0.3000
3,8,1,0,rst_flag_number,0.0,-0.3,-0.3,True,R_nonneg_rst_flag_number,rst_flag_number must be non-negative; got -0.3000
3,8,1,0,syn_count,0.0,-0.3,-0.3,True,R_nonneg_syn_count,syn_count must be non-negative; got -0.3000
3,8,1,0,syn_flag_number,0.0,-0.3,-0.3,True,R_nonneg_syn_flag_number,syn_flag_number must be non-negative; got -0.3000
3,8,1,0,Header_Length,20.0,17.282,-2.718,False,,
3,8,1,0,Rate,31686.2129,24260.6465,-7425.5664,False,,
3,8,1,0,Time_To_Live,64.0,64.4297,0.4297,False,,
3,8,1,0,cwr_flag_number,0.0,0.225,0.225,False,,
4,11,1,0,ARP,0.0,-0.225,-0.225,True,R_binary_ARP,ARP must be binary (0/1); got -0.2250
4,11,1,0,AVG,60.0,-95.4,-155.4,True,R_nonneg_AVG; R_avg_in_range,"AVG must be non-negative; got -95.4000 | AVG must lie in [Min, Max]; got Min=59.0459, AVG=-95.4000, Max=221.4740"
4,11,1,0,DHCP,0.0,0.3,0.3,True,R_binary_DHCP,DHCP must be binary (0/1); got 0.3000
4,11,1,0,DNS,0.0,-0.3,-0.3,True,R_binary_DNS,DNS must be binary (0/1); got -0.3000
4,11,1,0,HTTP,0.0,-0.3,-0.3,True,R_binary_HTTP,HTTP must be binary (0/1); got -0.3000
4,11,1,0,HTTPS,0.0,0.3,0.3,True,R_binary_HTTPS,HTTPS must be binary (0/1); got 0.3000
4,11,1,0,ICMP,0.0,-0.3,-0.3,True,R_binary_ICMP,ICMP must be binary (0/1); got -0.3000
4,11,1,0,IGMP,0.0,-0.3,-0.3,True,R_binary_IGMP,IGMP must be binary (0/1); got -0.3000
4,11,1,0,IPv,1.0,0.7,-0.3,True,R_binary_IPv,IPv must be binary (0/1); got 0.7000
4,11,1,0,IRC,0.0,-0.075,-0.075,True,R_binary_IRC,IRC must be binary (0/1); got -0.0750
4,11,1,0,LLC,1.0,1.3,0.3,True,R_binary_LLC,LLC must be binary (0/1); got 1.3000
4,11,1,0,Max,60.0,221.474,161.474,True,R_avg_in_range,"AVG must lie in [Min, Max]; got Min=59.0459, AVG=-95.4000, Max=221.4740"
4,11,1,0,Min,60.0,59.0459,-0.9541,True,R_avg_in_range,"AVG must lie in [Min, Max]; got Min=59.0459, AVG=-95.4000, Max=221.4740"
4,11,1,0,Protocol Type,17.0,18.65,1.65,True,R_protocol_valid; R_proto_udp,"Protocol Type must map to allowed values {0,1,2,6,17,47}; got 18.6500 | UDP indicator implies Protocol Type should be 17"
4,11,1,0,SMTP,0.0,-0.3,-0.3,True,R_binary_SMTP,SMTP must be binary (0/1); got -0.3000
4,11,1,0,SSH,0.0,-0.3,-0.3,True,R_binary_SSH,SSH must be binary (0/1); got -0.3000
4,11,1,0,Std,0.0,-63.1536,-63.1536,True,R_nonneg_Std; R_var_eq_std_sq,"Std must be non-negative; got -63.1536 | Variance should match Std^2 (within tolerance); Std=-63.1536, Variance=6553.0190"
4,11,1,0,TCP,0.0,0.3,0.3,True,R_binary_TCP,TCP must be binary (0/1); got 0.3000
4,11,1,0,Telnet,0.0,-0.225,-0.225,True,R_binary_Telnet,Telnet must be binary (0/1); got -0.2250
4,11,1,0,Tot size,60.0,-95.4,-155.4,True,R_nonneg_Tot size,Tot size must be non-negative; got -95.4000
4,11,1,0,Tot sum,6000.0,-8681.7002,-14681.7002,True,R_nonneg_Tot sum,Tot sum must be non-negative; got -8681.7002
4,11,1,0,UDP,1.0,1.2198,0.2198,True,R_binary_UDP; R_proto_udp,UDP must be binary (0/1); got 1.2198 | UDP indicator implies Protocol Type should be 17
4,11,1,0,Variance,0.0,6553.019,6553.019,True,R_var_eq_std_sq,"Variance should match Std^2 (within tolerance); Std=-63.1536, Variance=6553.0190"
4,11,1,0,ack_count,0.0,-2.1,-2.1,True,R_nonneg_ack_count,ack_count must be non-negative; got -2.1000
4,11,1,0,ece_flag_number,0.0,-0.3,-0.3,True,R_nonneg_ece_flag_number,ece_flag_number must be non-negative; got -0.3000
4,11,1,0,fin_count,0.0,-0.3,-0.3,True,R_nonneg_fin_count,fin_count must be non-negative; got -0.3000
4,11,1,0,fin_flag_number,0.0,-0.3,-0.3,True,R_nonneg_fin_flag_number,fin_flag_number must be non-negative; got -0.3000
4,11,1,0,psh_flag_number,0.0,-0.3,-0.3,True,R_nonneg_psh_flag_number,psh_flag_number must be non-negative; got -0.3000
4,11,1,0,rst_count,0.0,-0.3,-0.3,True,R_nonneg_rst_count,rst_count must be non-negative; got -0.3000
4,11,1,0,rst_flag_number,0.0,-0.3,-0.3,True,R_nonneg_rst_flag_number,rst_flag_number must be non-negative; got -0.3000
4,11,1,0,syn_count,0.0,-0.3,-0.3,True,R_nonneg_syn_count,syn_count must be non-negative; got -0.3000
4,11,1,0,syn_flag_number,0.0,-0.3,-0.3,True,R_nonneg_syn_flag_number,syn_flag_number must be non-negative; got -0.3000
4,11,1,0,Header_Length,8.0,11.624,3.624,False,,
4,11,1,0,Number,100.0,73.0,-27.0,False,,
4,11,1,0,Rate,28457.1816,21031.6152,-7425.5664,False,,
4,11,1,0,Time_To_Live,64.0,64.1726,0.1726,False,,
4,11,1,0,ack_flag_number,0.0,0.225,0.225,False,,
4,11,1,0,cwr_flag_number,0.0,0.3,0.3,False,,
5,13,1,0,ARP,0.0,-0.3,-0.3,True,R_binary_ARP,ARP must be binary (0/1); got -0.3000
5,13,1,0,AVG,162.0,6.6,-155.4,True,R_avg_in_range,"AVG must lie in [Min, Max]; got Min=160.2000, AVG=6.6000, Max=466.2000"
5,13,1,0,DHCP,0.0,0.3,0.3,True,R_binary_DHCP,DHCP must be binary (0/1); got 0.3000
5,13,1,0,DNS,0.0,0.3,0.3,True,R_binary_DNS,DNS must be binary (0/1); got 0.3000
5,13,1,0,HTTP,0.0,-0.3,-0.3,True,R_binary_HTTP,HTTP must be binary (0/1); got -0.3000
5,13,1,0,HTTPS,0.0,0.3,0.3,True,R_binary_HTTPS,HTTPS must be binary (0/1); got 0.3000
5,13,1,0,ICMP,0.0,-0.3,-0.3,True,R_binary_ICMP,ICMP must be binary (0/1); got -0.3000
5,13,1,0,IGMP,0.0,0.3,0.3,True,R_binary_IGMP,IGMP must be binary (0/1); got 0.3000
5,13,1,0,IPv,1.0,0.7,-0.3,True,R_binary_IPv,IPv must be binary (0/1); got 0.7000
5,13,1,0,IRC,0.0,0.3,0.3,True,R_binary_IRC,IRC must be binary (0/1); got 0.3000
5,13,1,0,LLC,1.0,0.7,-0.3,True,R_binary_LLC,LLC must be binary (0/1); got 0.7000
5,13,1,0,Max,162.0,466.2,304.2,True,R_avg_in_range,"AVG must lie in [Min, Max]; got Min=160.2000, AVG=6.6000, Max=466.2000"
5,13,1,0,Min,162.0,160.2,-1.8,True,R_avg_in_range,"AVG must lie in [Min, Max]; got Min=160.2000, AVG=6.6000, Max=466.2000"
5,13,1,0,Protocol Type,17.0,13.7,-3.3,True,R_protocol_valid; R_proto_udp,"Protocol Type must map to allowed values {0,1,2,6,17,47}; got 13.7000 | UDP indicator implies Protocol Type should be 17"
5,13,1,0,SMTP,0.0,0.3,0.3,True,R_binary_SMTP,SMTP must be binary (0/1); got 0.3000
5,13,1,0,SSH,0.0,-0.3,-0.3,True,R_binary_SSH,SSH must be binary (0/1); got -0.3000
5,13,1,0,Std,0.0,39.809,39.809,True,R_var_eq_std_sq,"Variance should match Std^2 (within tolerance); Std=39.8090, Variance=13294.5996"
5,13,1,0,TCP,0.0,0.3,0.3,True,R_binary_TCP,TCP must be binary (0/1); got 0.3000
5,13,1,0,Telnet,0.0,-0.3,-0.3,True,R_binary_Telnet,Telnet must be binary (0/1); got -0.3000
5,13,1,0,UDP,1.0,0.7,-0.3,True,R_binary_UDP; R_proto_udp,UDP must be binary (0/1); got 0.7000 | UDP indicator implies Protocol Type should be 17
5,13,1,0,Variance,0.0,13294.5996,13294.5996,True,R_var_eq_std_sq,"Variance should match Std^2 (within tolerance); Std=39.8090, Variance=13294.5996"
5,13,1,0,ack_count,0.0,-2.1,-2.1,True,R_nonneg_ack_count,ack_count must be non-negative; got -2.1000
5,13,1,0,cwr_flag_number,0.0,-0.3,-0.3,True,R_nonneg_cwr_flag_number,cwr_flag_number must be non-negative; got -0.3000
5,13,1,0,fin_count,0.0,-0.3,-0.3,True,R_nonneg_fin_count,fin_count must be non-negative; got -0.3000
5,13,1,0,fin_flag_number,0.0,-0.3,-0.3,True,R_nonneg_fin_flag_number,fin_flag_number must be non-negative; got -0.3000
5,13,1,0,psh_flag_number,0.0,-0.3,-0.3,True,R_nonneg_psh_flag_number,psh_flag_number must be non-negative; got -0.3000
5,13,1,0,rst_count,0.0,-0.3,-0.3,True,R_nonneg_rst_count,rst_count must be non-negative; got -0.3000
5,13,1,0,rst_flag_number,0.0,-0.3,-0.3,True,R_nonneg_rst_flag_number,rst_flag_number must be non-negative; got -0.3000
5,13,1,0,syn_count,0.0,-0.3,-0.3,True,R_nonneg_syn_count,syn_count must be non-negative; got -0.3000
5,13,1,0,syn_flag_number,0.0,-0.3,-0.3,True,R_nonneg_syn_flag_number,syn_flag_number must be non-negative; got -0.3000
5,13,1,0,Header_Length,8.0,11.624,3.624,False,,
5,13,1,0,Number,100.0,73.0,-27.0,False,,
5,13,1,0,Rate,18184.7129,10759.1455,-7425.5674,False,,
5,13,1,0,Time_To_Live,64.0,63.427,-0.573,False,,
5,13,1,0,Tot size,162.0,6.6,-155.4,False,,
5,13,1,0,Tot sum,16200.0,1518.2998,-14681.7002,False,,
5,13,1,0,ack_flag_number,0.0,0.3,0.3,False,,
5,13,1,0,ece_flag_number,0.0,0.225,0.225,False,,
